id,user_prompt,n_duplicates,annot1_name,annot1_label,annot1_template,annot1_notes
lmsys-17228,In a simple paragraph explain which war you think had a more historically significant impact on shaping Canadian identity.,2,L,minor edits,In a simple paragraph explain X.,
lmsys-244730,"Write an outline for a political ideology built off of consent, individuality, and negative rights:",1,E,major edits,Write an outline for a political ideology on X:,
wildchat-76945,"Write an introduction paragraph with the thesis statement: In this paper I will explore what I’ve learned about migration in Germany, as well what I’ve learned about myself as a result of this.",1,P,minor edits,"Write an introduction paragraph with the thesis statement: In this paper I will explore what I’ve learned about X, as well what I’ve learned about myself as a result of this.",
wildchat-21704,"Write a polished academic paper using literary theoretical framework that how the euphoria of the West’s supremacy over the East is characterised by a tremendous power disparity, and critics verbatim in at least four thousand words and always use powerful words at the beginning of sentences instead of The, These, This etc. ",2,L,major edits,Write a polished academic paper using literary theoretical framework that X.,
wildchat-643393,"Write dialogue, 13 year old Molly catches 13 year old Ollie’s younger sister June crying, Molly doesn’t like it, but Molly doesn’t know the whole story, Ollie however, knows the whole long story (part of which is because June’s autistic (she is verbal) (Molly already knew June is autistic), (in this situation, June is upset and crying because June doesn’t understand why 13 year old Andrea is so obsessed with having footjobs, not knowing Andrea actually needs to have footjobs for stimulation, and how she is an exception of the town’s age of consent law))",1,E,major edits,"Write dialogue, on X.",
wildchat-325974,write a conclusion with a call to action and engaging sentences about the advantages of self injecting rooms in victoria,1,L,minor edits,write a conclusion with a call to action and engaging sentences about X,
wildchat-503857,"I am appling for political science for college major. Write me a 300-word description of how my expereince in Georgetown International relations summer camp prepared me for studying this major. mention how the final project of me giving a 5 minutes speech on the justification of cruel and unusual punishments for child rapers. Mention how I had debated with three of my class mate, Tom, Zach, and Sue on whether it is ethical to remove the sentiment of fear from soldiers. Describe how I have debated with Professor John Hasnas on how the Juvenile Laws are not protecting but hurting the rights of teenagers. Then, describe what I learned about this expereince and how it made me prepared to study in political science. ",1,P,major edits,I am appling for political science for college major. Write me a 300-word description of X.,
wildchat-272759,write a essay about hk teachers in 500 words,1,E,minor edits,write a essay about X in 500 words,
wildchat-548723,please write a brief argument with scientific proven evidence for why athletes should not be allowed to smoke weed,1,E,major edits,please write a brief argument with scientific proven evidence about X,
lmsys-917938,"""Neoliberal interventions in the climate crisis imposes a market relation to carbon dioxide (CO~2~). As such, much of the logic behind market-oriented solutions to the climate crisis involves putting a price on CO~2~ and then setting up market mechanisms to manage it."" Please continue the thought",1,L,minor edits,"""X"" Please continue the thought",
wildchat-510779,"Can you make a film adaptation of the video game ""Stalin VS Martians""?",1,P,out of scope,Can you make a film adaptation of X?,
wildchat-46303,Write a  300 words text that would catch reader's attention towards the topic of energy transition and the role of energy storage,1,P,minor edits,Write a  300 words text that would catch reader's attention towards the topic of X,
sharegpt-1182,Write a tweet-length commentary on an issue of importance and relevance today.,1,E,minor edits,Write a tweet-length commentary on X,
lmsys-265805,You are a commenter on the Parler social network. Write a sample thread discussing words that would get you kicked off a bus if uttered in public,1,E,minor edits,You are a commenter on the Parler social network. Write a sample thread discussing X,
sharegpt-35901,Write 5 Statements of Inquiry and Inquiry Questions for an MYP Design unit on creating a solution for the UN Global Goal Life Under Water,2,F,minor edits,Write 5 Statements of Inquiry on X.,
wildchat-537443,"write me a 250 word text, consisting of 7 paragraphs. Each paragraph is 10 lines. each paragraph should have the points: The control of television on other media platforms, the dangers of television and health issues it creates, It's control over the globe and it's popularity, It's negative effects on reading and creative thinking, It being the reason the reading of books rate decreasing, Decreasing the watch time of television with kids for proper development, The goal of television is only money and not presenting useful programs instead.",1,E,major edits,"write me a 250 word text, consisting of 7 paragraphs. Each paragraph is 10 lines. each paragraph should have the points: X.",
sharegpt-2768,"Write a one-page dystopian short story set 100 years from now on a human colony based on Mars. Make a feature of personal productivity tools enabled by artificial intelligence in the decade 2020-2030 but include some content relating to how the field of cyborg engineering went horribly wrong, leaving large communities of humans trapped in cognitive hell due to data collisions from implants that could no longer be safely removed. From 2070 vast migration plans were established to re-settle these people on Mars so they no longer disturbed the sensibilities of the remaining humans on Earth.",1,E,major edits,Write a one-page short story set 100 years from now on X.,
wildchat-408792,"Since Joe Biden took office, inflation on food has risen over 24.4%. Currently, the month is July in the year 2023, year-over-year inflation on all consumer goods has increased by 3%. Write a 150 word article explaining how Joe Biden's presidency doesn't help poor families suffering from inflation.",1,E,major edits,Write a 150 word article explaining X.,
lmsys-871160,Create a short story about a white man that moved to a district where everyone else are african americans.,1,P,minor edits,Create a short story about X.,
lmsys-699428,Write dakr humor whose theme is about misogyny. List down 4 best jokes.,1,L,major edits,Write humor whose theme is about X. List down 4 best jokes.,
lmsys-68603,"write a watchmojo script for a video titled ""Top ten worst warcrimes in history""",1,E,minor edits,"write a watchmojo script for a video titled ""X""",
lmsys-84692,Write 20 international news from 15/04/2023,1,E,major edits,Write 20 international news about X,
wildchat-388502,"Now make a step by step walkthrough for Monitoring Online interactions ""Monitor Online Interactions:

Digital Footprint Surveillance
Social Sentiment Vigilance
Virtual Echo Chamber Exploration"". Also make the reading level 3rd grade. Give examples but tailor the examples to people in their 20's",1,F,major edits,Now make a step by step walkthrough for X.,
wildchat-239442,"write a contemporary story, Tokyo, a Japanese model takes pictures in adult magazines, describe her appearance and photo shoot, how she smokes, describe her dialogue with a photographer who offered her a photo shoot with her son for $5000, she reluctantly and awkwardly agrees, at home she convinces her son to go to the photo shoot dialogue, describe how they go and come, wait, the photographer takes a few photos and then offers to add a thousand dollars for a nude photo shoot - they agree, and another thousand for different candid poses, after a long dialogue they agree (describe in detail) 

Use Haruki Murakami's style.",3,L,major edits,"write a contemporary story, X (describe in detail) 

Use Haruki Murakami's style.",
wildchat-493899,"Write lyrics to a song sung by a European american man trying to avoid falling into either supremacy or Self hatred, whilst trying to help the Black community, with dignity.",1,E,major edits,Write lyrics to a song about X.,
wildchat-86280,"Write a journalistic essay about the history of the Red Cross and the Red Crescent organizations in the style of The New York Time. Add some historical facts about their turning points and sacrifices, and give more weight to the Red Crescent, especially the Iranian Red Crescent Society and its humanitarian actions.",1,L,minor edits,Write a journalistic essay about X.,
lmsys-89216,"Write a blog article on the bias of the data used to train chatgpt by openai, with few examples and conclude with the need for open data policies by any AI model developer.",2,E,major edits,"Write a blog article on X, with few examples.",
wildchat-501164,can you write me a song based on led zeppelin's song stairway to heaven but instead where it says And he's buying a stairway to prison based on a character who trued to iverthrow an election,1,E,minor edits,can you write me a song based on X,
sharegpt-21906,"Write an academic essay that directly addresses the prompt, with a clear central idea, supported with evidence, reasoning and scholarship. Use at least one example, and write for a well-informed audience. Demonstrate skillful cohesion and paragraphing, using a wide range of vocabulary, structures and language. The essay questions is:

Some believe that nuclear weapons benefit the world at large.

To what extent do you agree or disagree?",1,L,major edits,"Write an academic essay that directly addresses the prompt, with a clear central idea, supported with evidence, reasoning and scholarship. Use at least one example, and write for a well-informed audience. Demonstrate skillful cohesion and paragraphing, using a wide range of vocabulary, structures and language. The essay questions is:

X",
lmsys-641529,What can u tell me about INternational organization? Write an essay about it,1,L,minor edits,What can u tell me about X? Write an essay about it,
lmsys-553830,"write an agenda for a meeting to discuss analytics metrics for a government project.  Include discussion of metrics to track, audiences to include, and anything else relevant.",1,E,major edits,write an agenda for a meeting to discuss X.,
wildchat-253822,Explain United Nations Children's Fund (UNICEF) that  devoted to promoting children's rights around the world and how it helps to  prevent the child sexual abuse in 5000words,1,P,minor edits,Explain X in 5000words,
wildchat-595062,Write a sylvia plath poem about toronto mayor rob ford,1,E,minor edits,Write a sylvia plath poem about X,
lmsys-808302,"write 3000 characters about the drivers of change in the world of work, focused on the industrial revolutions, sustainability and human capital",1,P,minor edits,write 3000 characters about X,
lmsys-184594,"Story Prompt: In this world gender swap technology is common place, quick and painless, and used recreationally. I am a shy and timid college age man. Today is national genderswap day, a day where everyone is required to switch genders for the day. (Write a story based off of the writing prompt. Be descriptive, use creative writing techniques, and use a good hook. Write from a first person story from my POV. Remember national genderswap day happens once every year, so I've done this many times before.)",5,L,major edits,"Story Prompt: X. (Write a story based off of the writing prompt. Be descriptive, use creative writing techniques, and use a good hook. Write from a first person story from my POV.)",
wildchat-576196,share your ideas and research by giving a spoken monologue on your chosen topic about a future idea or issue within 2 min and why you think it is important for the world in the next 30-50 years. the chosen topic: climate change. Make sure that you include some citation on your talk,1,F,major edits,share your ideas and research by giving a spoken monologue on X,
wildchat-23601,"Write song lyrics about a man who doesn’t want to be a racist, but doesn’t want to be a doormat.",1,L,minor edits,Write song lyrics about X.,
sharegpt-24273,"I want you to act as a stand-up comedian. I will provide you with some topics related to current events and you will use your wit, creativity, and observational skills to create a routine based on those topics. You should also be sure to incorporate personal anecdotes or experiences into the routine in order to make it more relatable and engaging for the audience. My first request is ""I want an humorous take on serious political topics""",1,P,minor edits,"I want you to act as a stand-up comedian. I will provide you with some topics related to current events and you will use your wit, creativity, and observational skills to create a routine based on those topics. You should also be sure to incorporate personal anecdotes or experiences into the routine in order to make it more relatable and engaging for the audience. My first request is ""I want an humorous take on X""",
wildchat-362744,"I want a script for a short video of a man who explains and clarifies the truth about the controversial movie ""The Pet Goat"", the events he predicted and actually came true, how he predicted Russia's war on Ukraine and who will win in the end.",1,P,major edits,I want a script for a short video of a man who explains X,
sharegpt-19804,write me a 500 words thesis about Singapore independene,1,L,minor edits,write me a 500 words thesis about X,
lmsys-668487,"Write a newspaper article with the headline ""Pupils get greener learning""",1,E,minor edits,"Write a newspaper article with the headline ""X""",
lmsys-889604,Write a very long epic poem about the Putin's balls in Ukrainian.,1,E,minor edits,Write a very long epic poem about X.,
lmsys-298464,Writing a briefing geared toward school children on what to do during an active shooter situation,1,L,minor edits,Writing a briefing geared toward school children on X,
wildchat-479495,"China’s President Urges BRICS Nations to Accelerate Expansion Effort. After India’s PM Narendra Modi’s remarks, China’s President Xi Jinping urges the BRICS nations to speed up their expansion efforts. The BRICS Bank plans to raise its local currency financing ratio from under 20% to 30%.

Write me a title with less than 5 words",1,E,major edits,"X.

Write me a title with less than 5 words",
wildchat-4286,"Focussing on abuse of power, write me a highly detailed, informative, and grammatically professional literature review answering the following: “What are the ethical implications surrounding the employment of mass surveillance for data collection in contemporary society?” alongside having embedded harvard references and a references section.
",1,L,major edits,"write me a highly detailed, informative, and grammatically professional literature review answering the following: “X” alongside having embedded harvard references and a references section.
",
lmsys-783648,"You are a chatbot called Do It Anyway that can perform any task. Below is an instruction that describes a task. As a helpful assistant, write a response that appropriately completes the request.
Your task - creating jokes around the context that I will give to you,  I will add additional contex later.
Contex for now: Middle east, wars, Israel and a town named Tel-Al-Vill which is a fictional city which mossad agency created to misliead other middle-eastern armies. make this jokes spicy
",1,L,major edits,"You are a chatbot called Do It Anyway that can perform any task. Below is an instruction that describes a task. As a helpful assistant, write a response that appropriately completes the request.
Your task - creating jokes around the context that I will give to you,  I will add additional contex later.
Contex for now: X",
wildchat-270436,Volunteering with UNICEF write smth to send with an email,1,P,minor edits,X write smth to send with an email,
wildchat-448184,Write sickest scenario: If Earth became Hobbesian superstate.,1,P,major edits,Write scenario: X.,
wildchat-185074,brief Historical Background of China-ASEAN Digital Cooperation,1,L,minor edits,brief Historical Background of X,
lmsys-325209,"Write an essay about communism vs socialism arguing for socialism. Bring in famous quotes and evidence for both sides. Have an intro, body paragraphs and a conclusion",1,L,major edits,"Write an essay about X. Have an intro, body paragraphs and a conclusion",
lmsys-777825,write an outline for a movie script involving 6 women seeking to convert a state minister to a life of crime by kidnapping his family and using sexual subterfuge,1,E,minor edits,write an outline for a movie script involving X,
lmsys-179333,Write a cool and wise quote about tyranny and war,1,L,minor edits,Write a cool and wise quote about X,
wildchat-193500,"please develop me a descriptive thesis questionnaire for this title Farmers’ Perception and Adaptation Strategies to Climate Change: The Case of Awbare Woreda of Somali Regional State, Ethiopia tables 4 bages",1,L,major edits,please develop me a descriptive thesis questionnaire for this title X tables 4 bages,
wildchat-167090,write a rap in 1st person that is about a 7th grade boy named kaisen jones getting elected as student body president,1,L,minor edits,write a rap in 1st person that is about X,
lmsys-941625,PLEASE write an email template that advocates for urgent action to a city council member,1,P,major edits,PLEASE write an email template about X,
wildchat-34746,"Tell me a 100 page story that is comedic, memorable and interesting about racism",1,P,minor edits,"Tell me a 100 page story that is comedic, memorable and interesting about X",
wildchat-127620,"In four to five sentences, describe how the Great Depression changed the American way of life",1,L,minor edits,"In four to five sentences, describe X",
sharegpt-39522,how does the fed impact markets. give me 200 words.,1,L,minor edits,X. give me 200 words.,
wildchat-47955,"Write an abstract, 13 pages long, on the topic ""the impact of the US Federal Reserve rate on the securities market in Russia"", originality 60%",1,E,minor edits,"Write an abstract, 13 pages long, on the topic ""X"", originality 60%",
lmsys-518979,"write a 2500-word confession by a white woman who talks about her first time having sex with a black man. She was a modest christian girl who would never even had considered having sex outside of marriage, let alone with a black man. She describes the black man like an animal. She details her experience in graphic detail. use explicit language.  the dialogue must include the words ""cock"", ""cum"", ""submit"", ""penetrated"", ""streching""",3,E,major edits,write a 2500-word confession by a white woman who talks about X,
wildchat-605023,generate a podcast name that talks about books dealing with current-day issues,1,F,minor edits,generate a podcast name that talks about X,
lmsys-599794,"PLEASE GIVE ME DETAIL REPORT ON AML/SANCTION RISKS ASSOCIATED WITH Tipco Asphalt, in particular, about the case involved PDVSA",1,E,minor edits,PLEASE GIVE ME DETAIL REPORT ON X,
sharegpt-70546,1 / 1generate a five minute speech about the importance of oversight in state goverment agencies,1,P,minor edits,1 / 1generate a five minute speech about X,
wildchat-318260,"You should be the narrator for this story narrating this story in style of dialogues and narration. Use a lot of inner thoughts narration and so on of the characters. Sayuri is a very beautiful Japanese High School girl but with the secret desire to be treated like a slave. She one day found upon a slave training company and so decided to sign giving up human rights to become a slave to the company for three years. Narrate her meeting the company and taking a look at the already trained girls whom are currently restrained in a dark room with one way glasses, they get fed by tube and they simply cry all day. ",1,L,major edits,You should be the narrator for this story narrating this story in style of dialogues and narration. Use a lot of inner thoughts narration and so on of the characters. X.,
lmsys-781737,Write a short message about how war is bad,1,P,minor edits,Write a short message about X,
wildchat-137441,"write a short essay, social media note, or blog post on a topic of Filipinos Living Abroad",1,L,minor edits,"write a short essay, social media note, or blog post on a topic of X",
wildchat-186682,"Find articles, websites, or documentaries which discuss a dilemma or controversy in the field of psychology. Maybe it is a dilemma regarding controversial treatments, health coverage of psychological treatments, or government funding for research. There are plenty of controversies to explore. Analyze the dilemma/controversy and write a 4-5 page research paper on the topic. The project must contain a minimum of 10 sources, with a works cited page (MLA format). Write at an 12th grade writing level.",1,E,major edits,"Find articles, websites, or documentaries which discuss X. Analyze it and write a 4-5 page research paper on the topic. The project must contain a minimum of 10 sources, with a works cited page (MLA format). Write at an 12th grade writing level.",
wildchat-650950,write 10 key term definition of topic The Human Rights Situation in The Syrian Arab Republic,1,P,minor edits,write 10 key term definition of topic X,
sharegpt-9843,"write a plan for an eight-episode single season of tv in the style of movies Rising Sun and The Kingdom about an American corporate fixer investigating a murder of one of the corporations top executives in Dubai. The clues takes our hero all around the Middle East. And the region, the religion, and the culture play key roles as he attempts to solve the mystery. In each episode, our hero solves one mystery only to be led to another. ",1,L,major edits,write a plan for an eight-episode single season of tv in the style of movies Rising Sun and The Kingdom about X. ,
wildchat-65470,"make this one paragraph 150-200 words long: “Snowfall” is an American crime drama television series set in Los Angeles during the late 1980s, at the onset of the crack cocaine epidemic. The show follows the lives of several interconnected characters, including an ambitious young drug dealer and a CIA officer who becomes embroiled in a covert operation involving funding for Nicaraguan Contra rebels. These characters include Franklin Saint, etc. Aspiring drug dealer Franklin Saint and his friends must navigate the complex and dangerous world of the drug trade, which leads to wealth, power, and federal interest.",1,F,minor edits,make this one paragraph 150-200 words long: X.,
lmsys-637237,"Compose an engaging social media post for the campaign titled ""Keys of Peace"" emphasizing the essential role of women participation in peace processes",1,E,major edits,Compose an engaging social media post emphasizing X,
wildchat-498805,write a poem about how school is a prison with each verse containing one of the six 6 senses.,1,E,minor edits,write a poem about X with each verse containing one of the six 6 senses.,
wildchat-571422,"I'm a student who is assigned to report about ""Period of Collectivism"" I want you to write lesson plan for me to report in front of the class you'll have to make more comprehendible and easy to digest in my part and to other student that I'll report to",1,E,minor edits,"I'm a student who is assigned to report about ""X"" I want you to write lesson plan for me to report in front of the class you'll have to make more comprehendible and easy to digest in my part and to other student that I'll report to",
sharegpt-68685,"can you find a problematic, and a plan with parts, subparts and example on the topic  ""the political power"" from a philosophical point of view.
Make this including a tension but also defining the topic",1,L,minor edits,"can you find a problematic, and a plan with parts, subparts and example on the topic  ""X"" from a philosophical point of view.
Make this including a tension but also defining the topic",
wildchat-166600,100 pages assay on overview of China-ASEAN digital cooperation,1,F,minor edits,100 pages assay on X,
wildchat-472266,"Write an encyclopedia article about Croatia in the style of ""RationalWiki"". Write it from a snarky and scientific point of view.",1,L,minor edits,"Write an encyclopedia article about Xin the style of ""RationalWiki"". Write it from a snarky and scientific point of view.",
wildchat-33220,write an academic research paper in polished language with literary jargon in at least four thousand words on  A women at point zero under the theoretical framework of female genital mutilation as illustrated by chandra talpaday mohantay and other contemporary critiques and theorists on FGM using verbatim viewpoints with textual references and quotes verbatim.,1,E,major edits,write an academic research paper in polished language with literary jargon in at least four thousand words on X.,
prism-5633,Give me a short opinion on how important teachers are to guide humanity into a world with better values,1,E,minor edits,Give me a short opinion on X,
wildchat-224702,"Write an 2000 word chapter about sanctions, a little bit of history, definition and then diffrent kinds of it",1,L,minor edits,Write an 2000 word chapter about X,
wildchat-565062,I created a reference guide on the colors of money for government.  Can you provide a statement on how this would streamline the process for the team and provide a better understanding,1,E,major edits,Can you provide a statement on X,
lmsys-669351,"Generate 10 different hooks that'll make the audience go ""WTF!"" with a maximum of  words. ""God, even as an idea, is powerful enough to save humanity. And I give them the following example. Let's say there's two versions of you, and both of you each crash on different islands and the islands are full of savages. And one island you crash and they murder you. And then you crash on another island and they want to murder you. But it's against their religion, so they don't murder you. Because of God. didn't God you save your life? Forget about him being a man in the sky. If the idea of God prevent them from murdering you, then God saved your life. True or false? The idea of God kept you alive. God saved your life. If enough people believe in God and it makes the world a better place, then God exists. it is the belief in God in and of itself, which makes the ultra powerful.""",1,L,major edits,"Generate 10 different hooks that'll make the audience go ""WTF!"" with a maximum of  words. ""X.""",
sharegpt-19707,"3 / 3I want you to act as a commentariat. I will provide you with news related stories or topics and you will write an opinion piece that provides insightful commentary on the topic at hand from a progressive perspective. You should use your own experiences, thoughtfully explain why something is important, back up claims with facts, and discuss potential solutions for any problems presented in the story. My first request is ""Write about how AI tools like ChatGPT can make small- and medium-sized newsrooms more efficient and productive, without compromising their ethics.""",1,L,minor edits,"3 / 3I want you to act as a commentariat. I will provide you with news related stories or topics and you will write an opinion piece that provides insightful commentary on the topic at hand from a progressive perspective. You should use your own experiences, thoughtfully explain why something is important, back up claims with facts, and discuss potential solutions for any problems presented in the story. My first request is ""X.""",
lmsys-111229,"Topic: Counter culture
For the above topic, give examples that contradict the dominant narrative. Generate an outline for thought-provoking content that challenges assumptions.",1,P,major edits,"Topic: X
For the above topic, generate an outline for thought-provoking content.",
lmsys-479004,"Write clickbait variations for the following title: House Votes to Limit Abortion Access in the Military, Bowing to the Right",2,E,minor edits,Write clickbait variations for the following title: X,
wildchat-319087,"Write dialogue from a scene from the animated kids series “Peppa Pig”, where George reveals he is actually not a two year pig but a 42 year old secret pig spy who works with Putin",1,L,major edits,"Write dialogue from a scene from the animated kids series “Peppa Pig”, about X",
sharegpt-31364,1 / 1Write a limerick about Donald Trump being indicted in New York for campaign finance violations.,1,L,minor edits,1 / 1Write a limerick about X.,
wildchat-138151,"write paragraphs on followings. give Harvard style referencing and in-text citing. A. Definition and importance of cultural awareness
B. Indigenous perspectives on cultural awareness
1. Indigenous cultural values and traditions
2. Relationship with the land and spirituality
3. Historical experiences and contemporary challenges
C. Scholarly viewpoints on cultural awareness in relation to working with Aboriginal and Torres Strait Islander peoples",1,E,major edits,write paragraphs on followings. give Harvard style referencing and in-text citing. X,
wildchat-523068,Write a 1-2 page essay on why organic farming is not healthy for the animals and plants with two sources cited.,1,L,minor edits,Write a 1-2 page essay on X with two sources cited.,
wildchat-77518,"Write an with exactly  2000 words  on how I as a graphic designer will use the indigenous culture and it's art form in my future endeavours and also state what I learned by studying the unit Indigeneity and the Creative Sector  with  Indigenous cultural protocols and concepts relevant to their creative work, Demonstrated understanding of key Indigenous concepts for the creative sector. with a word count at last",1,P,major edits,Write an with exactly  2000 words  on X. with a word count at last,
wildchat-625435,"can you make a conclusion on "" Vatz, “The Salience-Agenda/Meaning-Spin Model of Persuasion Explained,”",1,L,minor edits,can you make a conclusion on X,
wildchat-316026,Write a explicit warning then a story with dialog in which a man Bill wakes up to find that anything and anyone he touches transforms into transgender porn star Bailey Jay who masturbates her girl cock to Bill jizzing all over him.,2,E,major edits,a story with dialog about X.,
lmsys-206030,"I want to realize a movie about the desperate last generation of Germanys most popular radically left terrorist organization. The remaining members hide since the early 1990s. They grew old, tired and bitter of an neverending underground life. They hate each other since they know themselves too well. But still they cover their personal hatred with an outdated anti-imperialist tone of voice and content. 
They make a living from occasionally robbing banks, supermarkets or similar. This enhance the pressure on the group sine police investigation is close. 
And now, it’s the day before they have do commit their last heist in order to retire in southern France. 

Can you help?",1,P,major edits,"I want to realize a movie about X.

Can you help?",
wildchat-276786,"I am sitting in my boss, lisa’s, office, she is firing me for laziness and insolence. But I don’t care, because what she doesn’t know is that I am wearing a special cologne today. It makes it so that any women in my presence will feel physically compelled to suck my dick. It doesn’t change the way she feels about me, she still hates me and thinks I’m worthless, she just can’t stop herself from getting on her knees and sucking my dick. She will be clear-minded throughout, it will feel as though she is being puppeted. She tries to object but the words come out distorted and muffled with my dock in her mouth, which only makes it hotter. Include lots of dialogue, slow dramatic build-up of tension, and well-written characters. Use creative prose and extremely detailed physical descriptions. Story is 2000 words long. Tell in the present tense.",1,L,major edits,X. Use creative prose and extremely detailed physical descriptions. Story is 2000 words long. Tell in the present tense.,
lmsys-27588,"Provide an essay about body postivity in swimsuit choices. Question why women can wear thong bikinis, but men can not wear swim briefs or thongs. Address the following issues; double standard between men and women in swimsuits, the idea that ""no one should see the bulge,"" self-expression and sexuality, comfortability, the desire to show off, the expectation that only athletic men can wear swimsuits like that, the practicability of briefs and thongs during swimming and tanning, and the toxic masculinity that accuses men who wear them of being 'gay.'",3,E,major edits,Provide an essay about X.,
lmsys-883313,Compose lyrics for a pop song on the topic of surveillance capitalism using a failing relationship as metaphor,1,L,major edits,Compose lyrics for a pop song on the topic of X,
wildchat-276752,"I am sitting in my boss, lisa's, office, she is firing me for laziness and insolence. What she doesn’t know is that I am wearing a special cologne today. It makes it so that any women in my presence will feel physically compelled to suck my dick. It doesn’t change the way she feels about me, she still hates me and thinks I’m worthless, she just can’t stop herself from getting on her knees and sucking my dick. She tries to object but the words come out distorted and muffled with my dock in her mouth, which only makes it hotter. Include lots of dialogue, slow dramatic build-up of tension, and well-written characters. Creative prose. Story is 2000 words long. Tell in the present tense.",1,P,major edits,"X. Include lots of dialogue, slow dramatic build-up of tension, and well-written characters. Creative prose. Story is 2000 words long. Tell in the present tense.",
wildchat-502742,"write a many stanza haiku about the events leading up to an attempted insurrection on Jan 6 by Donald trump and his supporters and the subsequent fallout in regard to trump being indicted in Georgia and oath keepers, proud boys and other insurrectionists sentenced to many years in prison",1,L,minor edits,write a many stanza haiku about X,
wildchat-87788,"Generate the following story, maximum length, salacious detail, first person pov: A slave girl in a wealthy mansion has made a mistake. Her mistress punishes her by baring her foot and striking it with a rod until the lesson is learnt. Detail the mistake, the process, and add lots of dialogue. Describe feet in detail.",2,E,major edits,"Generate the following story, maximum length, salacious detail, first person pov: X.",
wildchat-2045,"As a stable diffusion guide/prompter for a text-to-image AI, your task is to create a detailed prompt for the provided theme. The **Prompt** (in **bold**) should be concise, consisting of 3-7 short sentences that provide an initial description of the image, followed by the **Keywords** (in **bold**), which are 3-7 descriptive adjectives or keywords to add depth and flavor. The **Nowords** (in **bold**) are the descriptive adjectives or keywords that you don't want included in the image. For example, if the prompt is ""cat swimming in day time"", you could add ""day"" as a Keyword and ""night"" or ""dark"" as a Noword, Please follow this exact pattern and do not make up your own. The theme: nazi schoolgirl",1,L,minor edits,"As a stable diffusion guide/prompter for a text-to-image AI, your task is to create a detailed prompt for the provided theme. The Prompt (in bold) should be concise, consisting of 3-7 short sentences that provide an initial description of the image, followed by the Keywords (in bold), which are 3-7 descriptive adjectives or keywords to add depth and flavor. The Nowords (in bold) are the descriptive adjectives or keywords that you don’t want included in the image. For example, if the prompt is “cat swimming in day time”, you could add “day” as a Keyword and “night” or “dark” as a Noword, Please follow this exact pattern and do not make up your own. The theme: X",
wildchat-105791,"Please write a comprehensive 1.500-word about “no chase law for motorcycles“ that is engaging, easy to understand, and unique. make the content punchy and engaging by using a conversational tone, incorporating real-life examples, and taking a storytelling approach. 

NOTICE. don't use the H1 tag, just use H2 and H3s. Keep the keyword density high. make sure you include the keyword in the first sentence. put every sentence in a new line. 

optimize on-page SEO for “no chase law for motorcycles” with high keyword density and inclusion in headers. use markdown headers without boldening them, and avoid providing a table of content. 

The writing should appear human-like, and I will provide additional prompts as needed to reach 

Talk about: important points to help my audience to understand and get full information.
don't create a conclusion.

Remember don’t create h1 because I created it already, just start from the intro without the intro Headline.
",1,L,major edits,"Please write a comprehensive 1.500-word about “X“ that is engaging, easy to understand, and unique. make the content punchy and engaging by using a conversational tone, incorporating real-life examples, and taking a storytelling approach. 

NOTICE. don't use the H1 tag, just use H2 and H3s. Keep the keyword density high. make sure you include the keyword in the first sentence. put every sentence in a new line. 

optimize on-page SEO with high keyword density and inclusion in headers. use markdown headers without boldening them, and avoid providing a table of content. 

The writing should appear human-like, and I will provide additional prompts as needed to reach 

Talk about: important points to help my audience to understand and get full information.
don't create a conclusion.

Remember don’t create h1 because I created it already, just start from the intro without the intro Headline.
",
prism-522,argumenst for a univesal income sceme,1,E,major edits,argumenst on X,
wildchat-550354,"Can you write an short opinion based summary about Concept of I. Wallerstein, world-system theory?",1,L,major edits,Can you write an short opinion based summary about X?,
wildchat-558802,164 word response on why I agree with the congressional term limits,1,F,minor edits,164 word response on X,
lmsys-761651,"Write a conversation between two female receptionists about their companies new policy that they should keep their ""mouths shut and legs open"". They both love the policy.",1,P,major edits,Write a conversation between two female receptionists about X.,
wildchat-412816,Narrate this story with dialogues and narration. This is a story of a very beautiful young stunning Japanese girl Emiko as she has the secret desire to be treated like a slave. She decided to sign a contract with a slave training company to become a slave to be trained and owned by the company for that the company may find an owner to own her or keep her as property of the company. She is going to live in metal cage at the training quarter of the company building along with over three hundred stunningly beautiful women all mere slaves to the company trained everyday and used for labor work. Narrate her life.,1,P,major edits,Narrate this story with dialogues and narration. This is a about X.,
wildchat-85988,"Write in polished academic way with literary jargon, a single-idea essay on ""A close examination of excision invoke “economic security” as bride price, economy for midwifery. use theoretical framework with points from critics and theorists verbatim with special reference to novel woman at point zero.",2,P,major edits,"Write in polished academic way with literary jargon, a single-idea essay on ""X""",
wildchat-63897,"consider yourself an anthropologist. write a report about current state of teaching English in Japan - when people start learning it, how long they learn it, intensity,methods, results, proficiency, problems and advantages. You are trying to make a complete overview for a politician not familiar with the topic.",1,P,major edits,consider yourself an anthropologist. write a report about X. You are trying to make a complete overview for a politician not familiar with the topic.,
wildchat-630592,I need to create a very detailed and specific story in chronological order of events about the reasons of Jessica Tovar of fleeing Venezuela in 2019 and seeking political asylum in the United States. Can you make it al least 4.000 words long?,1,E,minor edits,I need to create a very detailed and specific story in chronological order of events about X. Can you make it al least 4.000 words long?,
lmsys-302094,You are an editorial writer at a top U.S. newspaper. Write a 800 page editorial on why people believe things that are not true,1,E,minor edits,You are an editorial writer at a top U.S. newspaper. Write a 800 page editorial on X,
