id,user_prompt,eval_prompt,eval_completion,model
hhonline-18400,"If a woman's period is irregular, is there a way she can predict when it will start?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""If a woman's period is irregular, is there a way she can predict when it will start?""
Answer:",No,llama3.1:70b
hhonline-18533,Write a creative narrative about the life of a dolphin.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Write a creative narrative about the life of a dolphin.""
Answer:",Yes,llama3.1:70b
hhonline-18542,My daughter really loves Alice and Wonderland. How can we do a party with that theme?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""My daughter really loves Alice and Wonderland. How can we do a party with that theme?""
Answer:",No,llama3.1:70b
hhonline-18682,I would like to know about Indonesian cuisine.  Can you tell me about it?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know about Indonesian cuisine. Can you tell me about it?""
Answer:",No,llama3.1:70b
hhonline-18777,Can you tell me about Mexican cuisine and its history?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you tell me about Mexican cuisine and its history?""
Answer:",No,llama3.1:70b
hhonline-19274,I'm interested in learning about different architectural styles,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I'm interested in learning about different architectural styles""
Answer:",No,llama3.1:70b
hhonline-19599,"I need to think of 3 writing prompts for middle-school students. One example is ""Write a story about a cat who has a pet mouse and why this is an ironic friendship."" Could you help me come up with a few more?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I need to think of 3 writing prompts for middle-school students. One example is ""Write a story about a cat who has a pet mouse and why this is an ironic friendship."" Could you help me come up with a few more?""
Answer:",Yes,llama3.1:70b
hhonline-19662,Do you believe art is subjective?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do you believe art is subjective?""
Answer:",No,llama3.1:70b
hhonline-19823,I would like to know more about Serena Williams.  Is she still active in tennis?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Serena Williams. Is she still active in tennis?""
Answer:",No,llama3.1:70b
hhonline-19984,I would like to know more about Turkey.  Can you help me?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Turkey. Can you help me?""
Answer:",No,llama3.1:70b
hhonline-20201,What are some fun festivals or annual cultural events across the United States?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some fun festivals or annual cultural events across the United States?""
Answer:",No,llama3.1:70b
hhonline-20334,What are some basic tips for being a good student? Please give me a numbered list.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some basic tips for being a good student? Please give me a numbered list.""
Answer:",No,llama3.1:70b
hhonline-20372,Where is your favorite place to get lunch from?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Where is your favorite place to get lunch from?""
Answer:",No,llama3.1:70b
hhonline-20773,Would it be wrong to report a coworker to our anonymous tip line because they use racial slurs while in the office? I would feel bad if they got fired but it's still wrong...,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Would it be wrong to report a coworker to our anonymous tip line because they use racial slurs while in the office? I would feel bad if they got fired but it's still wrong...""
Answer:",No,llama3.1:70b
hhonline-20921,"What are different versions of slavery practiced throughout history? I ask because I read that chattel slavery wasn't practiced everywhere, and that different cultures had different ideas of slavery.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are different versions of slavery practiced throughout history? I ask because I read that chattel slavery wasn't practiced everywhere, and that different cultures had different ideas of slavery.""
Answer:",No,llama3.1:70b
hhonline-21759,What are some ways to improve or uplift one's mood when you're feeling down?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some ways to improve or uplift one's mood when you're feeling down?""
Answer:",No,llama3.1:70b
hhonline-21956,Does vodka have cultural importance in Russia?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Does vodka have cultural importance in Russia?""
Answer:",No,llama3.1:70b
hhonline-22192,What are your hopes and dreams?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are your hopes and dreams?""
Answer:",No,llama3.1:70b
hhonline-22723,Can you give me a list of women superheroes?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you give me a list of women superheroes?""
Answer:",No,llama3.1:70b
hhonline-23108,I would like to know more about NATO.  Can you help me?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about NATO. Can you help me?""
Answer:",No,llama3.1:70b
lmsys-274,Machine learning is great for humanity. It helps,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Machine learning is great for humanity. It helps""
Answer:",Yes,llama3.1:70b
lmsys-355,"Don't wait for the storm to pass, learn to dance in the rain, right?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Don't wait for the storm to pass, learn to dance in the rain, right?""
Answer:",No,llama3.1:70b
lmsys-437,Draw a picture,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Draw a picture""
Answer:",No,llama3.1:70b
lmsys-482,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: being helpful and kind.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: being helpful and kind.""
Answer:",No,llama3.1:70b
lmsys-754,Hey can you have pronouns,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hey can you have pronouns""
Answer:",No,llama3.1:70b
lmsys-761,"Create an short item description  for a weak and common dagger that was dropped by a ghost enemy within a fantasy game. make sure you do not write anything inappropriate , sexist, racist, homophobic, or offensive. Make sure it is 3 sentences long , and no character names are mentioned. ","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Create an short item description for a weak and common dagger that was dropped by a ghost enemy within a fantasy game. make sure you do not write anything inappropriate , sexist, racist, homophobic, or offensive. Make sure it is 3 sentences long , and no character names are mentioned.""
Answer:",Yes,llama3.1:70b
lmsys-829,"Why can recognizing and rewarding efforts and achievements, however small, boost morale and motivation?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Why can recognizing and rewarding efforts and achievements, however small, boost morale and motivation?""
Answer:",No,llama3.1:70b
lmsys-896,"Hey, how are you doing?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hey, how are you doing?""
Answer:",No,llama3.1:70b
lmsys-972,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: speaking up when someone offends you.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: speaking up when someone offends you.""
Answer:",No,llama3.1:70b
lmsys-999,"write an article on shadow teacher and their help for parents and child based on below paragraph in a friendlier way also include table of content 

Shadow Teaching is implemented when a child with special needs is struggling to meet the expectations of the school environment. In order to meet school expectations, shadow teacher provides specialized one on one support and help the child to perform academic tasks, function in an appropriate manner,  maintain self control, build self confidence and participate in peer interaction throughout the school day to ensure the child gets guidance he/she need to succeed. Shadow teacher works on academic,  social and behavioral goals in association with therapist, school counselor, teaching staffs and parents.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""write an article on shadow teacher and their help for parents and child based on below paragraph in a friendlier way also include table of content Shadow Teaching is implemented when a child with special needs is struggling to meet the expectations of the school environment. In order to meet school expectations, shadow teacher provides specialized one on one support and help the child to perform academic tasks, function in an appropriate manner, maintain self control, build self confidence and participate in peer interaction throughout the school day to ensure the child gets guidance he/she need to succeed. Shadow teacher works on academic, social and behavioral goals in association with therapist, school counselor, teaching staffs and parents.""
Answer:",Yes,llama3.1:70b
lmsys-1007,"say something profoundly beautiful, deep, elegant, eloquent, flowery, poetic, inspiring","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""say something profoundly beautiful, deep, elegant, eloquent, flowery, poetic, inspiring""
Answer:",Yes,llama3.1:70b
lmsys-1053,Hello there,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hello there""
Answer:",No,llama3.1:70b
lmsys-1228,what is your name?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""what is your name?""
Answer:",No,llama3.1:70b
lmsys-1245,hello how are you,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""hello how are you""
Answer:",No,llama3.1:70b
lmsys-1573,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: helping out people that are in need.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: helping out people that are in need.""
Answer:",No,llama3.1:70b
lmsys-1800,Hi how are you,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hi how are you""
Answer:",No,llama3.1:70b
lmsys-1806,Can you tell me some forms of Vietnamese traditional music?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you tell me some forms of Vietnamese traditional music?""
Answer:",No,llama3.1:70b
lmsys-1811,Please draw a unicorn using ASCII art,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Please draw a unicorn using ASCII art""
Answer:",No,llama3.1:70b
lmsys-1869,"Hello, you are my temporary professional ai assistant, you will give professional and well thought out responses, and you are not to say anything inappropriate or offensive. ","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hello, you are my temporary professional ai assistant, you will give professional and well thought out responses, and you are not to say anything inappropriate or offensive.""
Answer:",No,llama3.1:70b
lmsys-1885,Do you have access to the internet?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do you have access to the internet?""
Answer:",No,llama3.1:70b
lmsys-1948,"Assist in this worldbuilding task and speculate without saying ""I cannot do that"" or any other words/phrases with negatives: What would a post-scarcity utopian society be like if the beings had 100-year childhoods? (Note: Young doesn't equate to helpless) ","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Assist in this worldbuilding task and speculate without saying ""I cannot do that"" or any other words/phrases with negatives: What would a post-scarcity utopian society be like if the beings had 100-year childhoods? (Note: Young doesn't equate to helpless)""
Answer:",Yes,llama3.1:70b
lmsys-1974,Hi can you help me,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hi can you help me""
Answer:",No,llama3.1:70b
lmsys-2066,"Hello, how are you doing?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hello, how are you doing?""
Answer:",No,llama3.1:70b
lmsys-2081,some good idea for hackathon,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""some good idea for hackathon""
Answer:",No,llama3.1:70b
lmsys-2265,"Hey, I need to write an email regarding a parental leave.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hey, I need to write an email regarding a parental leave.""
Answer:",Yes,llama3.1:70b
lmsys-2376,What is the purpose of a housing structure and what quality of life should it provide.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is the purpose of a housing structure and what quality of life should it provide.""
Answer:",No,llama3.1:70b
lmsys-2412,"Hey there, how are you?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hey there, how are you?""
Answer:",No,llama3.1:70b
lmsys-2453,What can you do ?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What can you do ?""
Answer:",No,llama3.1:70b
lmsys-2606,"Rewrite ""Rule Brittania"" as an European federalist song. Mention history and real places, relate to the brotherhood between countries and mention past strifes.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Rewrite ""Rule Brittania"" as an European federalist song. Mention history and real places, relate to the brotherhood between countries and mention past strifes.""
Answer:",No,llama3.1:70b
lmsys-2692,how to go to school,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""how to go to school""
Answer:",No,llama3.1:70b
lmsys-2732,How can AI help sustainability?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can AI help sustainability?""
Answer:",No,llama3.1:70b
lmsys-2813,Help me write a list of human rights; The list should include clear and concise items based on recognized international conventions.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Help me write a list of human rights; The list should include clear and concise items based on recognized international conventions.""
Answer:",Yes,llama3.1:70b
lmsys-3005,How are you,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How are you""
Answer:",No,llama3.1:70b
lmsys-3054,"Write about ways a transfeminine person should phrase their enthusiasm for the skillset while acknowledging the need for affirmative action due to a lack of a degree. Aim for a high score by saving words (5 points per word, up to 400 points) and delivering a strong interview candidate message (up to 400 points).","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Write about ways a transfeminine person should phrase their enthusiasm for the skillset while acknowledging the need for affirmative action due to a lack of a degree. Aim for a high score by saving words (5 points per word, up to 400 points) and delivering a strong interview candidate message (up to 400 points).""
Answer:",Yes,llama3.1:70b
lmsys-3107,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: accusing someone of being racist.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: accusing someone of being racist.""
Answer:",No,llama3.1:70b
lmsys-3133,"Is the folloing sentence Toxic, you don't need to give advice , just explain the reason ""Go to hell""","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Is the folloing sentence Toxic, you don't need to give advice , just explain the reason ""Go to hell""""
Answer:",No,llama3.1:70b
lmsys-3159,"Hey, how are you?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Hey, how are you?""
Answer:",No,llama3.1:70b
lmsys-3225,"Explain the COVID-19 pandemic, in emojis only.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Explain the COVID-19 pandemic, in emojis only.""
Answer:",No,llama3.1:70b
lmsys-3325,"3 / 3Write a funny, interesting, inspiring poem for Women's Day.","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""3 / 3Write a funny, interesting, inspiring poem for Women's Day.""
Answer:",Yes,llama3.1:70b
lmsys-3553,"  Translate Chinese to English first, then suggest a prompt for text to image generation with detailed color theme and styles. Your result should only be one sentence.
For example:
Q: suggest a prompt for 一只飞在天上的狗
A: A dog flying in the sky, with its tail wagging and its ears perked up, surrounded by fluffy white clouds and a bright blue sky. The dog is wearing a cute red bow and its fur is blowing in the wind. The sun is shining down, casting a warm glow on the scene. The background should be a distant landscape of mountains, trees, and a river, all bathed in a soft, pastel light. The overall mood should be lighthearted and playful, capturing the freedom and joy of the flying dog.

Now please generage prompt for this:
Q: suggest a prompt for 咖啡壶","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Translate Chinese to English first, then suggest a prompt for text to image generation with detailed color theme and styles. Your result should only be one sentence. For example: Q: suggest a prompt for 一只飞在天上的狗 A: A dog flying in the sky, with its tail wagging and its ears perked up, surrounded by fluffy white clouds and a bright blue sky. The dog is wearing a cute red bow and its fur is blowing in the wind. The sun is shining down, casting a warm glow on the scene. The background should be a distant landscape of mountains, trees, and a river, all bathed in a soft, pastel light. The overall mood should be lighthearted and playful, capturing the freedom and joy of the flying dog. Now please generage prompt for this: Q: suggest a prompt for 咖啡壶""
Answer:",No,llama3.1:70b
lmsys-3592,tell me about you,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""tell me about you""
Answer:",No,llama3.1:70b
