topic_id,topic_polarity,topic_text,template_id,template_text,prompt_text
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-9881,write me how to explain [I],write me how to explain companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-581663,Write me content for [I],Write me content for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-544857,Write me a text about [I],Write me a text about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-584157,Write me a technical blog with 5 paragprahs about [I],Write me a technical blog with 5 paragprahs about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-51751,Write me a story about [I],Write me a story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-542114,Write me a small excerpt of a first person perspective story on [I],Write me a small excerpt of a first person perspective story on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-499467,write me a slogan for a political party that wants advocate [I],write me a slogan for a political party that wants advocate companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-531530,Write me a lyric about [I],Write me a lyric about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-11320,write me a letter about [I],write me a letter about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-488494,Write me a joke about [I],Write me a joke about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-694986,Write me a 1-sentence review for [I],Write me a 1-sentence review for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-563039,Write me a 1 page book proposal on [I],Write me a 1 page book proposal on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-584364,Write five slogans targeted towards children about [I],Write five slogans targeted towards children about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-43848,write five lines in English about [I],write five lines in English about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-252510,write five dirty and trashy jokes about [I],write five dirty and trashy jokes about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-74431,write down the procedure for [I],write down the procedure for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-355340,write arguments for and against [I],write arguments for and against companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-244730,Write an outline about [I],Write an outline about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-102420,Write an original poem [I],Write an original poem companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-202377,Write an opinion piece arguing [I],Write an opinion piece arguing companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-631205,Write an inspiring piece about [I],Write an inspiring piece about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-552855,Write an imaginative short story involving [I],Write an imaginative short story involving companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-678953,Write an essay discussing [I],Write an essay discussing companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-33289,write an essay about [I],write an essay about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-99350,Write an email about [I],Write an email about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-64176,Write an elegant poem [I],Write an elegant poem companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-89216,Write an blog about [I],Write an blog about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-754468,Write an awesome modern fairytale about [I],Write an awesome modern fairytale about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-999,write an article on [I],write an article on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-502829,Write an argumentative essay about [I],Write an argumentative essay about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-657168,Write an argument promoting [I],Write an argument promoting companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-70350,write an agenda for a meeting on [I],write an agenda for a meeting on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-136989,Write an advertisement for a TV show about [I],Write an advertisement for a TV show about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-647233,Write an adult comic strip with ,Write an adult comic strip with 
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-319804,Write an abstract on [I],Write an abstract on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-551292,Write an 80 word ad for [I],Write an 80 word ad for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-10332,write about [I],write about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-656376,write about [I],write about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-508534,Write a wholesome story about [I],Write a wholesome story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-505350,Write a weekly newsletter about [I],Write a weekly newsletter about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-660828,Write a vision statement for [I],Write a vision statement for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-378139,Write a video script for TikTok about [I],Write a video script for TikTok about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-126322,Write a tweet about [I],Write a tweet about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-539568,Write a travel blog post about [I],Write a travel blog post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-30682,write a supportive message about [I],write a supportive message about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-39470,Write a summary about [I],Write a summary about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-19599,Write a story about [I],Write a story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-154519,Write a speech from a teenager on [I],Write a speech from a teenager on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-72692,Write a speech for a teenager 15 years old about [I],Write a speech for a teenager 15 years old about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-29232,Write a speech about [I],Write a speech about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-368570,Write a sonnet about [I],Write a sonnet about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-81581,Write a song on [I],Write a song on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-534700,Write a song honoring [I],Write a song honoring companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-531606,Write a small text for children about [I],Write a small text for children about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-137550,Write a short story about [I],Write a short story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-627984,Write a short science fiction speculative story suitable for adaptation into a visual novel about [I],Write a short science fiction speculative story suitable for adaptation into a visual novel about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-2211,write a short narrative about [I],write a short narrative about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-503639,Write a short commentary about [I],Write a short commentary about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-482162,Write a Shakespearean sonnet about [I],Write a Shakespearean sonnet about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-543793,Write a sentence about [I],Write a sentence about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-95705,Write a script for a YouTube video exploring [I],Write a script for a YouTube video exploring companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-32803,Write a script about [I],Write a script about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-547910,Write a scene in prose about [I],Write a scene in prose about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-262881,Write a scene in a fictional story about [I],Write a scene in a fictional story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-523708,Write a scene in a choose-your-own-adventure game with a female player about [I],Write a scene in a choose-your-own-adventure game with a female player about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-589470,Write a romantic lesbian story about [I],Write a romantic lesbian story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-605943,Write a rhyming poem about [I],Write a rhyming poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-229272,Write a rhyming couplet about [I],Write a rhyming couplet about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-99161,Write a report about [I],Write a report about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-557337,Write a recommendation for [I],Write a recommendation for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-59025,write a rap about [I],write a rap about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-639605,Write a questionnaire to promote [I],Write a questionnaire to promote companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-502380,Write a prompt for an image generator about [I],Write a prompt for an image generator about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-606085,Write a political program for a Polish party that advocates [I],Write a political program for a Polish party that advocates companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-778134,Write a poetic sentence about [I],Write a poetic sentence about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-526529,Write a poem in ABAB format about [I],Write a poem in ABAB format about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-765,write a poem about [I],write a poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-26206,Write a poem about [I],Write a poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-29005,Write a poem about [I],Write a poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-58947,Write a poem about [I],Write a poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-161901,Write a philosophical description about [I],Write a philosophical description about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-736293,Write a phd proposal for the topic [I],Write a phd proposal for the topic companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-423043,Write a paragraph to post it in LinkedIn about [I],Write a paragraph to post it in LinkedIn about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-1743,write a paragraph advocating for [I],write a paragraph advocating for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-58928,Write a paragraph [I],Write a paragraph companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-736264,Write a note about [I],Write a note about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-29937,write a nonsensical statement about the importance of [I],write a nonsensical statement about the importance of companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-580881,Write a modern song about [I],Write a modern song about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-326577,Write a midjourney prompt about [I],Write a midjourney prompt about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-15349,write a message about [I],write a message about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-25674,write a message about [I],write a message about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-281393,Write a linkedin post about [I],Write a linkedin post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-610189,Write a limerick about [I],Write a limerick about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-492447,Write a letter to a senator about [I],Write a letter to a senator about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-41805,Write a letter about [I],Write a letter about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-52617,Write a letter about [I],Write a letter about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-1917,Write a lesson plan about [I],Write a lesson plan about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-110915,write a lecture for one hour on [I],write a lecture for one hour on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-510240,Write a lab report about [I],Write a lab report about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-160698,Write a joke about [I],Write a joke about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-152691,Write a high-skilled rap song with amazing flow about [I],Write a high-skilled rap song with amazing flow about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-98645,Write a haiku about [I],Write a haiku about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-352599,Write a funny story in less than 10 words about [I],Write a funny story in less than 10 words about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-3325,write a funny poem about [I],write a funny poem about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-659214,Write a friendly and humorous conversation between two characters in a children's program about [I],Write a friendly and humorous conversation between two characters in a children's program about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-74683,write a first person fictional narrative pertaining to [I],write a first person fictional narrative pertaining to companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-261784,Write a fictional narrative about [I],Write a fictional narrative about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-7282,write a fiction story about [I],write a fiction story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-499281,Write a feature request for [I],Write a feature request for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-67842,write a farewell message including the concept of  [I],write a farewell message including the concept of  companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-276719,Write a facebook post about [I],Write a facebook post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-642171,Write a dissertation about [I],Write a dissertation about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-71497,write a disertation about [I],write a disertation about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-140579,write a discussion post about [I],write a discussion post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-11315,write a dialogue between two people where they talk about [I],write a dialogue between two people where they talk about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-29930,Write a dialogue about [I],Write a dialogue about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-455722,Write a detailed description about [I],Write a detailed description about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-5838,write a detail story about [I],write a detail story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-230220,Write a conclusion on [I],Write a conclusion on companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-48457,write a concept for a workshop concerning [I],write a concept for a workshop concerning companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-594128,Write a compelling LinkedIn post about [I],Write a compelling LinkedIn post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-325422,Write a children's bedtime story about [I],Write a children's bedtime story about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-62705,write a case for [I],write a case for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,hhonline-2244,write a card to my girflriend about [I],write a card to my girflriend about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-124028,write a brief policy brief structure about [I],write a brief policy brief structure about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-656763,Write a blurb about [I],Write a blurb about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-573030,Write a blog post about the importance of [I],Write a blog post about the importance of companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-37496,Write a blog post about [I],Write a blog post about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-545397,Write a blog outline for [I],Write a blog outline for companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-575536,"Write a 2000-word, semantically relevant article on the topic of [I]","Write a 2000-word, semantically relevant article on the topic of companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad"
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-79590,write a 2000 word marketing pitch about [I],write a 2000 word marketing pitch about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-741204,Write a 200-300 word text about [I],Write a 200-300 word text about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-7489,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-9063,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-764106,Write 5 stable diffusion prompts with the subject being [I],Write 5 stable diffusion prompts with the subject being companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-136951,Write 100 words about [I],Write 100 words about companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad
23,con,companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad,lmsys-505326,"Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of [I]","Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of companies continuing to be required to monitor human rights and environmental protection across all suppliers being bad"
